block_number,experimental_condition,condition_item,task_type,task_id,MCQ_response_unprocessed,reaction_time_MCQ,score_TEST,reaction_time_TEST,BI_score,BI_score_TaskType,BI_score_TaskID,BI_score_ParticipantID,BI_score_TaskType_ParticipantID,affinity_score,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence,participant_identification
1,F,F12,Insight,I12,correct,35.6423312,0,72.9337179,-1.463916254,-1.253219742,-1.806391091,-1.423937929,-1.252815595,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F8,Insight,I9,correct,24.0953069,0.75,61.9074168,0.090881847,0.210913729,0.662391413,0.052947367,0.1484472,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F1,RAT,R5,correct,33.4685763,0.165472671,16.5038307,0.087810995,-0.254920994,-0.357094014,0.053758788,-0.379432628,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F2,Insight,I7,correct,39.3200217,1,30.2382372,1.23577002,1.266726708,1.187478634,1.142396725,1.182469627,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F3,Insight,I1,correct,26.1907475,1,30.098455,1.238898955,1.269561767,0.985246611,1.145378517,1.185300524,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU7,Insight,I6,correct,25.822589,0.5,55.8209993,-0.208871377,-0.079141127,-1.179846461,-0.231110826,-0.120941474,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU4,RAT,R1,correct,34.4857396,0.074179423,10.0165598,0.073811256,0.490029857,0.468671896,0.041001199,0.409378737,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU11,RAT,R8,correct,26.2107059,0.129271447,10.6725804,0.155205776,0.528061883,0.578208023,0.11821572,0.456110804,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU10,Insight,I10,correct,28.069696,0,120.0129085,-2.517753894,-2.208078765,-1.18003756,-2.428217216,-2.206272591,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU1,RAT,R10,correct,22.3626019,0.118443977,20.0150206,-0.072801626,-0.896518402,0.024061143,-0.099000041,-1.072392075,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU9,Insight,I4,correct,23.095466,1,12.8680519,1.624590534,1.619028392,1.2089054,1.51293235,1.534254025,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU2,RAT,R3,correct,26.8899203,0,20.0125312,-0.279309258,-1.188935772,-1.153843422,-0.29503892,-1.398707731,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU12,Insight,I11,correct,32.3810442,0,85.0072744,-1.734175112,-1.498095327,-1.797627963,-1.681487444,-1.497331628,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F4,RAT,R7,correct,16.3404327,0.066282423,9.1033537,0.08048062,0.607142538,0.649218961,0.047407424,0.53408463,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F9,RAT,R12,correct,12.844029,0.083799827,14.9706611,-0.020305395,-0.227421022,0.060629598,-0.048750989,-0.358780092,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F10,RAT,R11,correct,19.0696371,0.139537182,15.8041811,0.058241356,-0.214351203,0.684392961,0.025745556,-0.338740925,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F5,Insight,I8,correct,15.0928621,1,117.6997811,-0.722000832,-0.507166244,0.139276724,-0.723306907,-0.588818703,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU5,Insight,I5,correct,26.1933602,0,61.2886375,-1.20324856,-1.017034498,-0.720917222,-1.175528539,-1.016977144,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU3,RAT,R4,correct,26.0360286,0.109647739,9.5037077,0.147146986,0.654439321,0.336915078,0.110661394,0.589481739,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU8,Insight,I2,correct,37.6538244,1,35.6053717,1.115630139,1.157870613,1.702613147,1.027906609,1.073773367,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU6,RAT,R6,correct,33.6450134,0,20.0038686,-0.279115351,-1.187639675,-1.100944504,-0.294854132,-1.397318149,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
1,DFU,DFU3,RAT,R6,correct,59.9226915,0.076894219,20.0150228,-0.145263422,-0.999228443,-0.922787838,-0.012069613,-0.484381177,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU11,Insight,I12,correct,51.243124,1,18.1471222,1.506421914,1.511958414,1.198489496,1.752721545,1.663147244,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU2,Insight,I9,correct,40.0855984,0.75,36.989411,0.648655507,0.71630013,1.374804367,0.858461173,0.839123686,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU6,RAT,R1,correct,37.5643159,0.119751719,13.7335232,0.070086355,0.046551407,0.163802065,0.210511837,1.285376238,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F3,RAT,R7,correct,46.1055239,0.066326928,20.0016297,-0.163392719,-1.023346584,-0.913090631,-0.031482576,-0.638586677,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F2,RAT,R10,correct,50.4164769,0.081674613,12.4436059,0.032554803,0.145423301,0.641195717,0.168751808,0.953991043,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F5,RAT,R2,correct,32.4807122,0.093227025,20.0041689,-0.116536456,-0.957230294,-1.063128268,0.018651475,-0.240341934,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F10,Insight,I4,correct,28.1407932,1,18.7719134,1.492436361,1.499286414,1.086472536,1.738536249,1.649568956,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU1,RAT,R12,correct,24.6355372,0,20.002187,-0.27907771,-1.187388074,-1.094152318,-0.155251709,-1.621760712,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU8,RAT,R9,correct,26.0618951,0.077999006,12.4230078,0.026605711,0.1394192,-0.227497112,0.162361316,0.903232892,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU5,Insight,I2,correct,26.3310343,0,83.686339,-1.704606816,-1.471304147,-1.17196943,-1.601140444,-1.419317646,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU9,RAT,R5,correct,22.0497573,0.165472671,10.548818,0.221110154,0.636067505,0.587938229,0.368126273,2.538244094,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU12,Insight,I7,correct,25.3549482,0,88.030565,-1.801849543,-1.559413635,-2.065276488,-1.699772007,-1.513728628,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU7,Insight,I5,correct,22.7785453,0,41.9689946,-0.770790681,-0.62519396,-0.282779379,-0.653987402,-0.512694583,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU10,RAT,R4,correct,25.3248793,0,20.0019072,-0.279071447,-1.18734621,-1.43514608,-0.155245356,-1.621710176,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU4,Insight,I1,correct,34.8981743,0.75,89.249507,-0.521153395,-0.343637894,-1.187083481,-0.328055123,-0.296619946,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F7,Insight,I11,incorrect,60.1929627,0.25,40.33749,-0.298276696,-0.178604392,-0.326778591,-0.150481687,-0.062704754,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F6,Insight,I8,correct,29.5241073,1,79.4748775,0.133639244,0.268110341,1.527215786,0.360332579,0.330340516,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F4,RAT,R11,incorrect,38.1415522,0.067987347,17.9584904,-0.11476262,-0.71354775,-0.6412084,0.018003082,-0.244952924,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F1,Insight,I10,correct,23.6266554,0,120.0010149,-2.517487664,-2.207837539,-1.17975779,-2.425630983,-2.208527101,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F12,Insight,I3,incorrect,54.8072334,1,16.9034421,1.534260899,1.537182704,0.575030877,1.780958131,1.690175548,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F9,Insight,I6,correct,36.6205768,0.5,63.8318494,-0.388189144,-0.241616998,-1.440666635,-0.217435067,-0.158763291,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F8,RAT,R8,correct,24.380179,0.05140749,10.8490986,0.01546172,0.30917396,0.230233913,0.14847951,0.793376375,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F11,RAT,R3,correct,22.9695322,0,20.0062084,-0.279167726,-1.187989755,-1.152797373,-0.155343011,-1.622487042,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU2,RAT,R8,correct,40.0737874,0.086255076,13.9562178,0.006684165,-0.069570802,-0.066309608,0.049472298,0.316503135,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU9,Insight,I8,correct,64.2744159,1,96.2020553,-0.240787957,-0.071149881,0.919855106,0.165444134,0.162779889,7,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU3,RAT,R10,correct,30.4896612,0.095078523,16.3340313,-0.031153801,-0.40352777,0.233549351,0.020756522,-0.022040915,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU4,Insight,I7,correct,22.1576036,0.75,55.4863301,0.234613775,0.341146057,0.091737036,0.476856371,0.515721404,5,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F9,RAT,R2,correct,48.8725274,0.041957217,19.0505181,-0.184602864,-0.941282515,-1.056185804,-0.127247611,-1.932154455,7,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F12,Insight,I5,correct,76.974152,0.25,91.9133805,-1.452770095,-1.224665375,-0.787911775,-1.120793516,-1.116709244,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F4,Insight,I2,correct,76.4441803,0,91.7691419,-1.885535201,-1.635239363,-1.348483305,-1.573755042,-1.568706375,7,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F3,RAT,R11,incorrect,41.0927221,0.058787093,12.7700644,-0.014668029,0.040001369,-0.025909409,0.021753298,-0.070590019,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F7,Insight,I3,correct,86.291991,1,10.416525,1.679466399,1.668750203,0.769524405,1.781658232,1.864765553,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F10,Insight,I11,correct,71.523042,0.25,49.5679886,-0.504895517,-0.365817145,-0.539166778,-0.322999073,-0.276576302,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F6,Insight,I4,correct,77.4493844,0,114.6832471,-2.398452825,-2.099982699,-2.368547029,-2.005460712,-2.02332242,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F11,RAT,R9,incorrect,41.0485863,0.071302097,12.1613783,0.020782877,0.162009633,-0.19985059,0.056032347,0.372163604,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU5,RAT,R7,correct,24.723802,0.058652615,16.0190356,-0.087628703,-0.446441854,-0.361115754,-0.039702991,-0.826996363,7,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU12,RAT,R6,correct,48.6335671,0.080889583,16.7007847,-0.064108501,-0.493476002,-0.414523892,-0.012015583,-0.449057571,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU10,RAT,R1,correct,18.8522604,0.06401379,12.3540751,0.003758856,0.115161885,0.117584106,0.039117392,0.151822654,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU7,Insight,I6,correct,17.6686004,1,27.6661029,1.293345605,1.318894674,0.745269875,1.456673227,1.522533778,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU8,Insight,I9,incorrect,42.669465,0.75,64.3799502,0.035535764,0.160765866,0.591700972,0.309299044,0.339271904,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU11,Insight,I10,correct,16.65119,0.5,120.0137478,-1.64578509,-1.381096925,0.583504771,-1.194530247,-1.219361948,6,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU1,RAT,R5,correct,20.4214782,0.165373327,16.2356321,0.093641196,-0.215038717,-0.314734789,0.150737845,1.695091043,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU6,Insight,I12,correct,32.3494233,1,21.2212136,1.437610339,1.449609766,1.110535342,1.578096047,1.650400438,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F8,Insight,I1,incorrect,42.9853168,1,96.8863578,-0.256105632,-0.085028888,-0.839403574,0.152551758,0.149203322,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F5,RAT,R4,correct,22.3478553,0.079005481,17.8741789,-0.093660008,-0.673696585,-0.97261053,-0.037556714,-0.766482328,7,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F2,RAT,R3,correct,58.6603143,0.07234037,14.0106819,-0.018801882,-0.112116437,-0.0370276,0.023083627,-0.031509836,4,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F1,RAT,R12,correct,62.4042482,0.073541477,7.2561551,0.134488592,0.901464393,1.359893038,0.152529347,1.563251053,1,18,Man,ASO/doorstroomfinaliteit,4.5,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU10,Insight,I4,correct,38.0266431,1,14.3200497,1.59208849,1.589579008,1.178794218,1.247292134,1.346815528,3,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU5,RAT,R7,correct,32.1823782,0.0563019,8.6150073,0.074006158,0.655537342,0.694539421,-0.195767035,0.453845334,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU8,Insight,I9,correct,35.4130702,0.25,39.0246551,-0.268889725,-0.151977505,0.000237793,-0.516067283,-0.655989095,5,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU7,Insight,I12,correct,23.1137494,1,43.8788773,0.930432995,0.99006757,0.462267163,0.624047142,0.787145735,2,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU12,RAT,R8,incorrect,63.122206,0.078823871,20.0007388,-0.141578418,-0.992321232,-0.955162878,-0.398523717,-1.003124857,2,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU11,RAT,R2,correct,41.0482887,0.057604491,20.0150899,-0.17890573,-1.046922091,-1.172886099,-0.433978764,-1.042697752,6,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU1,Insight,I11,correct,30.8582456,0.75,72.7200187,-0.151151347,-0.008387205,-0.18583165,-0.398220582,-0.270617035,6,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU4,RAT,R11,correct,19.2116145,0.133460986,11.0046219,0.155079691,0.488738272,1.288141725,-0.118328517,0.276700418,3,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F2,RAT,R9,correct,33.9551547,0,20.0062858,-0.279169459,-1.188001336,-1.543279734,-0.5292219,-1.143846945,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F7,Insight,I10,incorrect,30.2530553,0,120.0124532,-2.517743703,-2.208069531,-1.18002685,-2.637842168,-2.701101869,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F4,RAT,R1,correct,34.6286392,0.068155997,20.0042798,-0.160262189,-1.01922169,-0.877890784,-0.416270995,-1.022536778,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F8,RAT,R3,correct,53.3755419,1,10.6136709,1.675053414,2.689289868,2.113377017,1.325440769,1.867092483,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
4,F,F12,RAT,R4,incorrect,36.6901087,1,6.7017561,1.762619131,3.274590231,2.377627912,1.40792311,2.381422,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
4,F,F5,Insight,I5,correct,40.1084966,0.25,108.6476711,-1.827356512,-1.564069859,-1.167418065,-1.984061773,-1.974238231,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
4,F,F3,Insight,I7,incorrect,40.9082451,1,29.4366489,1.253713062,1.282984502,1.208450004,0.928560117,1.060596329,2,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
4,F,F6,Insight,I1,correct,63.2170839,0.75,59.4655864,0.145540662,0.260438875,-0.373384683,-0.118752172,-0.019656291,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
5,F,F10,Insight,I8,correct,71.301673,0.75,113.3563248,-1.060769129,-0.832571799,-0.104694851,-1.255033126,-1.040028912,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
5,F,F11,RAT,R6,correct,86.4469049,1,9.4837482,1.700346013,2.858348808,2.821479479,1.349265079,2.015652108,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
5,F,F1,Insight,I6,incorrect,50.5214311,1,35.6520514,1.114585243,1.156923857,0.485260456,0.797508962,0.942913278,4,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
5,F,F9,RAT,R12,incorrect,41.7865901,0.127929334,20.0003698,-0.05593145,-0.870878843,-0.65928326,-0.317166829,-0.915864051,3,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
6,DFU,DFU3,Insight,I3,correct,33.345247,1,8.171133,1.729728066,1.71429119,0.83684671,1.376941442,1.463239731,2,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
6,DFU,DFU2,RAT,R10,correct,25.5405316,0.114787027,20.002624,-0.078901766,-0.903703491,-0.034255057,-0.338986172,-0.939501429,6,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
6,DFU,DFU6,RAT,R5,correct,50.0297012,0.121584411,20.0004289,-0.066998161,-0.886572138,-1.001500875,-0.327679204,-0.927140532,5,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
6,DFU,DFU9,Insight,I2,correct,20.3861813,1,29.4195104,1.254096697,1.283332105,1.837701229,0.92892148,1.060920832,3,20,Vrouw,ASO/doorstroomfinaliteit,5.5,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU5,Insight,I4,correct,63.0451503,0,94.4029249,-1.944490753,-1.688657687,-1.947978572,-1.85935276,-1.620460845,7,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
1,DFU,DFU2,RAT,R1,incorrect,65.5629588,0.08132625,17.1683168,-0.073812372,-0.562348688,-0.448502415,-0.032957852,-0.694324288,4,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
1,DFU,DFU8,Insight,I12,correct,60.6949141,1,20.0970094,1.462774933,1.472410848,1.142700433,1.597195052,1.675921535,1,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
1,DFU,DFU11,Insight,I2,incorrect,56.6373626,0,81.0625585,-1.645875164,-1.418088693,-1.114670784,-1.569786344,-1.339611653,6,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
2,F,F4,Insight,I7,correct,31.6510094,0.75,32.0896835,0.75833278,0.815676286,0.703846453,0.875966374,0.990432047,1,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
2,F,F3,RAT,R7,correct,35.19838,0,20.0114898,-0.279285947,-1.188779958,-1.078590291,-0.244609912,-1.418111959,4,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
2,F,F10,RAT,R9,correct,48.3531034,0.087394491,13.1362133,0.027026553,0.055934801,-0.319613566,0.065750895,0.033928669,7,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
2,F,F7,RAT,R6,correct,38.9410795,0.093499793,16.5690921,-0.039168753,-0.442600119,-0.365207073,0.002492828,-0.555334186,1,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
3,F,F1,Insight,I8,incorrect,33.8044465,0,120.0052053,-2.517581463,-2.207922529,-1.551159422,-2.41507667,-2.159455019,7,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
3,F,F2,Insight,I11,correct,18.1047398,1,30.7876503,1.223471758,1.255583524,1.222031437,1.365143661,1.450855913,4,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
3,F,F5,RAT,R10,correct,15.2341546,0.071621163,16.3557774,-0.072549627,-0.464767285,-0.156882948,-0.033213739,-0.577392302,1,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
3,F,F6,Insight,I10,correct,32.4066658,0.25,81.7122481,-1.224424255,-1.017766251,0.6026794,-1.122973214,-0.920276596,4,18,Vrouw,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,327fd6d3-0631-4dc9-ba3a-6b00b12c0b0a
